campaign,cycle,candidate,order,base_commit,candidate_commit,component_ids,component_commits,component_mechanisms,interaction_class,dispatch_domains,files,optimistic_additive_ceiling,interaction_prediction,interaction_risks,package_hypothesis,predicted_effect,rejection_observation,compile_result,oracle_result,component_evidence,combined_public_baseline,combined_public_candidate,program_boundary,program_baseline_ms,program_rep1_ms,program_rep1_delta_pct,program_rep2_ms,program_rep2_delta_pct,unaffected_seams,engine_sentinels,decision,reason,restoration_commit,raw_evidence
sm120a-rtx5090-muse-q4-consolidation,2,6,cc2_06,6724e77923692bd9d1ff87a3668fc99c3f910283,b7da675cb993e916bc794c12662e362db9ed05af,"retained:cc1_05/c7_06; original:c7_01; original:c7_05","d2444267; 5a06d16f; 1fa9aa7d","activation-L1 plus quant-L1 plus twenty-warp N19968 geometry","same-kernel dual-cache and warp-parallelism interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old c7_01 and c7_05 cold gains each project multiple ms over fresh N19968 domain","dual cache admission may feed twenty warps; cache thrash can compound","c7_07 dual cache harmed Program without extra warps; register/issue pressure","combine dual L1 admission with doubled warp consumers","N19968 public gain projects above 0.8118 ms and both C8 reps are <=39.7777 ms","N19968 remained exactly 93.472 us, showing no synergy",pass,"decoded-Q4 independent oracle passes","c7_01 old public gain 26.49%; c7_05 old public gain 35.61%; retained c7_06","cold public median N19968 93.472 us","cold public median N19968 93.472 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public route is neutral","not-run: rejected before Engine gate",reject,"dual L1 admission and twenty warps do not improve the retained route",17802190c25a2b44bb8d7cdf8d6c79278bda560d,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-06-diagnosis.md,candidate-06-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,7,cc2_07,462976f9ebe2c478d03906145f1dba8b4ed607d7,b74c3b89c53a7714b84df2b726f2340312047547,"retained:cc1_05/c7_06; original:c6_02","d2444267; eb11920c","activation-L1 plus R48/C40 N19968 geometry","same-kernel CTA-count and cache-reuse interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","retained cache old gain projects above 5 ms over fresh N19968 domain","416 R48 CTAs may share activation slices through L1 enough to offset old streaming regression","extra activation duplication and launch work; c6_02 regressed 14.63%","combine retained activation cache with R48 row geometry","N19968 public gain projects above 0.8118 ms and both C8 reps are <=39.7777 ms","N19968 remained exactly 93.472 us, showing no additional cache reuse benefit",pass,"decoded-Q4 independent oracle passes","c7_06 old public gain 41.79%; c6_02 old profile regression 14.63%","cold public median N19968 93.472 us","cold public median N19968 93.472 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public route is neutral","not-run: rejected before Engine gate",reject,"R48 geometry does not improve the retained activation-cached route",da52e3a77aa21fa13584cedff26b67789d3db236,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-07-diagnosis.md,candidate-07-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,8,cc2_08,ea9afc07d633ddec48975369e6ec76a7ee3f97aa,c4c891110eea1ec6fb8d66d2e3bb66dc250eb4e0,"retained:cc1_05/c7_06; original:c7_04; original:c7_08","d2444267; 4ec72bcc; 35440ce7","activation-L1 plus two-block bound plus fragment ping-pong rerun","same-kernel occupancy and latency interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old real maxima 1.2193 ms optimistic sum; 3.00% of C8","explicitly relinked public benchmark tests occupancy plus ping-pong on retained cache","register and issue competition; old gains unstable","valid provenance rerun of cc2_01","N19968 public gain projects above 0.8118 ms and both C8 reps are <=39.7777 ms","explicitly relinked public Op improved 2.16%, projecting only 0.277 ms",pass,"decoded-Q4 independent oracle passes","cc2_01 observation reproduced with explicit benchmark relink","cold public median N19968 93.472 us","cold public median N19968 91.456 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public domain cannot reach whole-round gate","not-run: rejected before Engine gate",reject,"valid rerun confirms only a 0.68% whole-round public-domain ceiling",61c3a9d192c5876f7e16d4da7b625d289fe16d98,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-08-diagnosis.md,candidate-08-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,9,cc2_09,b85b8785caad4fed2a7494711e3dc0ea65e2188b,cd580ff7ab91f313acb8eef05aad219c10be349d,"retained:cc1_05; original:c7_04; original:c6_03","a1d20707; 4ec72bcc; 8bb6de91","two-block N19968 bound plus broad three-stage Q4 valid rerun","dispatch-disjoint N19968 R64 and broad R32 schedules","sm120a Muse Q4 N19968/K6656/T33..40; broad non-N19968 R32","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old ceilings 0.9476 ms; 2.33% of C8","explicitly relinked public benchmark tests independent occupancy and prefetch schedules","compiler resources; power and clock behavior","valid provenance rerun of cc2_02","combined public-domain ceiling exceeds 0.8118 ms and both C8 reps are <=39.7777 ms","valid public evidence projects only about 0.626 ms combined",pass,"decoded-Q4 independent oracle passes","N19968 2.19% public gain plus old full broad-profile ceiling 0.344 ms","cold public medians N19968 93.472 us; N6656/K33280 255.232 us","cold public medians N19968 91.424 us; N6656/K33280 247.072 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public domains cannot reach whole-round gate","not-run: rejected before Engine gate",reject,"valid combined public-domain ceiling is about 1.54% of the round",80d4899105fb2fb0df7d7d9381e6aa75c3ef1838,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-09-diagnosis.md,candidate-09-op-q4-*.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,10,cc2_10,e1bdb705f3a9432570f68e7f862919c5c46467ec,0372167521047e9a898fa8768bf6673c8764b48f,"retained:cc1_05; original:c7_08; original:c6_03","a1d20707; 35440ce7; 8bb6de91","N19968 ping-pong plus broad three-stage Q4 valid rerun","dispatch-disjoint N19968 R64 and broad R32 schedules","sm120a Muse Q4 N19968/K6656/T33..40; broad non-N19968 R32","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old ceilings 0.9589 ms; 2.36% of C8","explicitly relinked benchmark tests independent fragment and prefetch schedules","register/shared-memory resources; clock behavior","valid provenance rerun of cc2_03","combined public-domain ceiling exceeds 0.8118 ms and both C8 reps are <=39.7777 ms","valid public evidence projects only about 0.410 ms combined",pass,"decoded-Q4 independent oracle passes","N19968 0.51% public gain plus old full broad-profile ceiling 0.344 ms","cold public medians N19968 93.472 us; N6656/K33280 255.232 us","cold public medians N19968 92.992 us; N6656/K33280 247.072 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public domains cannot reach whole-round gate","not-run: rejected before Engine gate",reject,"valid combined public-domain ceiling is about 1.01% of the round",35f46023d989dc9ae4d4ea3a2b17928bb350fe5f,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-10-diagnosis.md,candidate-10-op-q4-*.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,11,cc2_11,a6b7a3236aeb4be3cfd8d6a1c2ec5a6560f143e7,ee6e494f0ad27d942511497fbd76f801b41cf107,"retained:cc1_05/c7_06; original:c7_01","d2444267; 5a06d16f","activation-L1 plus twenty-warps valid rerun","same-kernel cache-feed and warp interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old c7_01 public projection 3.405 ms; 8.39% of C8","explicitly relinked benchmark tests whether retained L1 feeds doubled warps","register and issue pressure; old Program regression","valid provenance rerun of cc2_04","N19968 improves enough to project above 0.8118 ms","N19968 regressed 26.29%",pass,"decoded-Q4 independent oracle passes","old c7_01 public 160.576->118.048 us; retained base is already 93.472 us","cold public median N19968 93.472 us","cold public median N19968 118.048 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"activation cache cannot offset twenty-warp regression from the retained route",400fdb1375b0370de9237b5165dc4eef2c058cbb,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-11-diagnosis.md,candidate-11-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,12,cc2_12,6a6944a6ed70de5b99cc4adf5ff1a53bb4f7350e,67a6a4fc403c0bb11f5f793bde357950da45c0ef,"retained:cc1_05/c7_06; original:c7_01; original:c7_08","d2444267; 5a06d16f; 35440ce7","activation-L1 plus twenty-warps plus ping-pong valid rerun","same-kernel feed warp and dependency interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old component ceilings exceed 0.8118 ms","ping-pong may expose work for doubled warps while L1 feeds them","register and issue pressure; old twenty-warp regression","valid provenance rerun of cc2_05","N19968 improves enough to project above 0.8118 ms","N19968 regressed 24.10%",pass,"decoded-Q4 independent oracle passes","ping-pong reduces the twenty-warp regression by about 2.05 us but remains harmful","cold public median N19968 93.472 us","cold public median N19968 116.000 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"fragment overlap cannot reverse twenty-warp regression",067c8a125810e492036315e7a8a647862b42d913,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-12-diagnosis.md,candidate-12-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,13,cc2_13,5b3b625abef16be616500f9770c0281a3cbabc7a,d5d1497e220c14c2583e5e647cba521083cb437c,"retained:cc1_05/c7_06; original:c7_01; original:c7_05","d2444267; 5a06d16f; 1fa9aa7d","dual-L1 plus twenty-warps valid rerun","same-kernel cache-feed and warp interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old cold component ceilings exceed 0.8118 ms","quant and activation L1 may feed doubled warp consumers","cache thrash; register/issue pressure; old harmful components","valid provenance rerun of cc2_06","N19968 improves enough to project above 0.8118 ms","N19968 regressed 26.29%",pass,"decoded-Q4 independent oracle passes","valid measurement matches twenty-warp result; quant cache adds no benefit","cold public median N19968 93.472 us","cold public median N19968 118.048 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"dual L1 admission does not mitigate twenty-warp regression",d3f812501b8880d9ecfcd737bdc7532c047ea87a,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-13-diagnosis.md,candidate-13-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,14,cc2_14,53a6a4e4c09a5afb8d50a563bed8a7b64fa5a37d,47e6118ae3a2ba465d6ae94d4483333cb87f8883,"retained:cc1_05/c7_06; original:c6_02","d2444267; eb11920c","activation-L1 plus R48 geometry valid rerun","same-kernel CTA-count and cache-reuse interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old retained cache ceiling exceeds 0.8118 ms","extra R48 CTAs may share activation L1 slices","activation duplication and launch work; old R48 regression","valid provenance rerun of cc2_07","N19968 improves enough to project above 0.8118 ms","N19968 regressed 32.87%",pass,"decoded-Q4 independent oracle passes","explicit relink exposes substantial R48 regression hidden by prior stale public executable","cold public median N19968 93.472 us","cold public median N19968 124.192 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"R48 geometry materially regresses the retained activation-cached route",e788cba4694a70b8b5226da090304f4ebb7ae1b6,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-14-diagnosis.md,candidate-14-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,15,cc2_15,1b94a0bd998be5f6e2b52a565fcfb2cae5a010fd,cb607ce0d8ddbf7168c69951cd940fe85004a0e4,"retained:cc1_05; original:c7_04; original:c6_03; original:c7_20+c7_24","a1d20707; 4ec72bcc; 8bb6de91; 6c59d3b8+44904d46","N19968 bound plus broad stage3 plus R32/C40 BK64 W8 head","three dispatch-disjoint Q4 and W8 domains","sm120a N19968 Q4; broad R32 Q4; W8 N202048/K6656/T17..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu; src/ops/linear/w8/w8_dispatch.cpp; src/ops/linear/w8/w8_launch.h; src/ops/linear/w8/w8_rowsplit_gemm_mma.cu","old ceilings 0.6040+0.3436+0.0205=0.9681 ms; 2.39% of C8","Q4 domains add independently; BK64 may benefit more in retained R32/C40 geometry","doubled W8 K stages; compile resources and clocks","combine Q4 occupancy/prefetch with BK64 retained head","combined public ceiling exceeds 0.8118 ms and both C8 reps are <=39.7777 ms","W8 head regressed 50.13% despite local Q4 gains",pass,"decoded-Q4 and decoded-W8 independent oracles pass","Q4 N19968 91.392 us; N6656/K33280 247.680 us; W8 BK64 1508.640 us","cold public medians Q4 93.472/255.232 us; W8 1004.864 us","cold public medians Q4 91.392/247.680 us; W8 1508.640 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected W8 Op regressed","not-run: rejected before Engine gate",reject,"BK64 doubles W8 K-loop work and overwhelms the disjoint Q4 savings",b464c9dc9aaa47781a0821a089a08d41259039b4,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-15-diagnosis.md,candidate-15-op-*.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,16,cc2_16,d8350c3f7d30cda528973237ec7440cb8a2ed3a4,95bdc252a565747793af9e695cf196658afaf47d,"retained:cc1_05; original:c7_04; original:c6_03; original:c7_22+c7_24","a1d20707; 4ec72bcc; 8bb6de91; fe8f5816+44904d46","N19968 bound plus broad stage3 plus relaxed R32/C40 W8 bound","three dispatch-disjoint Q4 and W8 domains","sm120a N19968 Q4; broad R32 Q4; W8 N202048/K6656/T17..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu; src/ops/linear/w8/w8_rowsplit_gemm_mma.cu","old optimistic sum about 0.960 ms; 2.37% of C8","relax four-block W8 constraint to three while Q4 gains add independently","reduced head occupancy; compiler and clock behavior","combine Q4 gains with relaxed retained W8 head","combined public ceiling exceeds 0.8118 ms and both C8 reps are <=39.7777 ms","W8 head regressed 4.68%; Q4 gains cannot clear gate",pass,"decoded-Q4 and decoded-W8 independent oracles pass","Q4 N19968 91.424 us; N6656/K33280 249.120 us; W8 1051.904 us","cold public medians Q4 93.472/255.232 us; W8 1004.864 us","cold public medians Q4 91.424/249.120 us; W8 1051.904 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: combined public domains cannot reach gate","not-run: rejected before Engine gate",reject,"relaxing the four-block W8 bound loses more occupancy than registers recover",32b1356288b254a52321cca9723d77ece7e3a064,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-16-diagnosis.md,candidate-16-op-*.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,17,cc2_17,a708c7b33918f6ce8854df792f23884b5f15fe44,0c12f861f61fb4be4ab1ee4abb500391c314ca47,"retained:cc1_05/c7_06; original:c7_02; original:c7_08","d2444267; d89ceb90; 35440ce7","R96/C40/BK64 plus activation-L1 plus ping-pong","same-kernel geometry memory-feed and dependency interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old cache and ping-pong cold ceilings exceed gate even after old R96 regression","BK64 creates more fragment overlap opportunity while activation L1 feeds R96","twice K-loop stages; old R96 regression","combine R96/BK64 with retained cache and fragment overlap","N19968 improves enough to project above 0.8118 ms","N19968 regressed 85.49%",pass,"decoded-Q4 independent oracle passes","valid public result shows BK64 loop depth dominates all proposed synergy","cold public median N19968 93.472 us","cold public median N19968 173.376 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"R96/BK64 materially regresses despite activation cache and ping-pong",2ac6effe4b5762d637d285d554570b2959c70ec5,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-17-diagnosis.md,candidate-17-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,18,cc2_18,e5f064185d59ae3fed1c0126fc842465a3415760,fdf956be91230b984ae2774269b895e6b099658a,"retained:cc1_05/c7_06; original:c7_03; original:c7_08","d2444267; 47dcbce8; 35440ce7","R128/C40/BK64 plus activation-L1 plus ping-pong","same-kernel geometry memory-feed and dependency interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old cache and ping-pong ceilings exceed gate after old R128 regression","fewer CTAs reduce activation duplication while cache and ping-pong target BK64 stalls","twice K-loop stages; twenty-warps; old R128 regression","combine R128/BK64 with retained cache and ping-pong","N19968 improves enough to project above 0.8118 ms","N19968 regressed 65.73%",pass,"decoded-Q4 independent oracle passes","BK64 and warp pressure dominate reduced CTA duplication","cold public median N19968 93.472 us","cold public median N19968 154.912 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"R128/BK64 materially regresses despite cache and ping-pong",edc3480343a7476a66dcc76071f6f6ee80820a3c,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-18-diagnosis.md,candidate-18-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,19,cc2_19,9f9bc068bb2d916a35c8b54f672e4c9ecfd1229b,24e8a1a39d2989c4ef8850ddcdff350a54dc0809,"retained:cc1_05/c7_06; original:c6_02; original:c7_08","d2444267; eb11920c; 35440ce7","R48/C40/BK128 plus activation-L1 plus ping-pong","same-kernel CTA-count cache and dependency interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old cache and ping-pong ceilings exceed 0.8118 ms","ping-pong may hide R48 CTA issue work while L1 feeds activation slices","old R48 regression; added registers","combine R48 with retained cache and fragment overlap","N19968 improves enough to project above 0.8118 ms","N19968 regressed 30.71%",pass,"decoded-Q4 independent oracle passes","ping-pong recovers about 2 us from R48 but remains harmful","cold public median N19968 93.472 us","cold public median N19968 122.176 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"fragment overlap cannot make R48 favorable",c4850c392725f7dc887f2dc266aa7523ffc73ba1,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-19-diagnosis.md,candidate-19-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,20,cc2_20,4d1c08e98715a45d0cec449fa1b9d3fd3be6d89f,06450a20551d7c6522f10828112936d63548e175,"retained:cc1_05/c7_06; original:c7_04; original:c7_05; original:c7_08","d2444267; 4ec72bcc; 1fa9aa7d; 35440ce7","two-block bound plus dual-L1 plus fragment ping-pong","same-kernel occupancy cache and dependency package","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old component cold/real ceilings exceed 0.8118 ms","bound and ping-pong may make dual cached streams consumable predictably","dual cache previously harmed Program; register pressure","combine complete R64 latency package","N19968 improves enough to project above 0.8118 ms","N19968 regressed 10.96%",pass,"decoded-Q4 independent oracle passes","dual cache pressure dominates the bound and ping-pong combination","cold public median N19968 93.472 us","cold public median N19968 103.712 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"complete latency package compounds L1 pressure",1cf576f91fbeabdf2992afd3f1ec60526123438d,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-20-diagnosis.md,candidate-20-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,21,cc2_21,4cd32233d98baefaf12835da2a99965f9be1cf1a,39c41e98099cf2756b3b300943d9cfbe656a70b5,"retained:cc1_05/c7_06; original:c7_04; original:c7_08; original:c7_09","d2444267; 4ec72bcc; 35440ce7; 9a8c8c6e","two-block bound plus ping-pong plus scalar scales","same-kernel occupancy dependency and scale-transaction interaction","sm120a Muse Q4 N19968/K6656/T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old component ceilings exceed 0.8118 ms","scalar scale handling may reduce pair overhead in constrained ping-pong kernel","doubled scale transactions; old warm regression","combine occupancy/fragment overlap with scalar scales","N19968 improves enough to project above 0.8118 ms","N19968 regressed 13.15%",pass,"decoded-Q4 independent oracle passes","scalar transactions remain harmful under bound and ping-pong","cold public median N19968 93.472 us","cold public median N19968 105.760 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: affected public Op regressed","not-run: rejected before Engine gate",reject,"scalar scale loads lose transaction efficiency despite other latency mechanisms",b0f35d7b461bf0c56fd492a8ab29c05a4f67558c,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-21-diagnosis.md,candidate-21-op-q4-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,22,cc2_22,c525fc259912740f369a162ce8f0713bb3be7b29,a8f2db8fcb9fe2f0d7efe356998694ce71f6ea5b,"retained:cc1_05; original:c7_04; original:c7_08; original:c7_17","a1d20707; 4ec72bcc; 35440ce7; e5f49388","N19968 bound/ping-pong plus broad stage3/quant-L1","dispatch-disjoint N19968 R64 and broad cached R32 schedules","sm120a Muse Q4 N19968 and broad non-N19968 T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old raw component sum 1.6963 ms; 4.18% of C8","N19968 gains add to broad prefetch fed by quant L1","broad cache/prefetch lacked prior synergy; cache-state coupling","combine N19968 and broad Q4 latency packages","combined public ceiling exceeds 0.8118 ms and both C8 reps are <=39.7777 ms","valid public ceiling is only about 0.364 ms",pass,"decoded-Q4 independent oracle passes","N19968 projects 0.282 ms; representative broad family projects 0.082 ms","cold public medians N19968 93.472 us; N6656/K33280 255.232 us","cold public medians N19968 91.424 us; N6656/K33280 253.216 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: combined public domains cannot reach gate","not-run: rejected before Engine gate",reject,"cached broad pipeline supplies too little additional saving",965bde253bfc1c519b070e6a105e593c4083c865,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-22-diagnosis.md,candidate-22-op-q4-*.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,23,cc2_23,a4cf55abfc6b54ffed70327ddec6ecab59f577f2,ef30671c0e5d0cf78a97174b61bdf156a4e8a0bb,"retained:cc1_05; original:c7_04; original:c7_08; original:c6_03; original:c6_08","a1d20707; 4ec72bcc; 35440ce7; 8bb6de91; cd56eef1","N19968 bound/ping-pong plus broad stage3/three-block bound","dispatch-disjoint N19968 plus interacting broad occupancy/prefetch","sm120a Muse Q4 N19968 and broad non-N19968 T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old raw component sum 1.5879 ms; 3.91% of C8","tighter compiler bound may make deep broad prefetch efficient","45 KiB stage3 tile limits residency; warm resource/clock effects","combine N19968 overlap with deep tightly bounded broad Q4","public domains plausibly exceed 0.8118 ms and both C8 reps are <=39.7777 ms","public gains were promising but first real C8 rep regressed 4.0550%",pass,"decoded-Q4 independent oracle passes","N19968 93.472->91.424 us; N6656/K33280 255.232->242.944 us","cold public medians N19968 93.472 us; N6656/K33280 255.232 us","cold public medians N19968 91.424 us; N6656/K33280 242.944 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,42.2354,-4.0550,not-run,not-run,"not-run: first real Program repetition failed","not-run: rejected before Engine gate",reject,"cold public savings reverse under the warm mixed Program schedule",b47628b5e7974aaf7dc5810a9251b12579703a44,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-23-diagnosis.md,candidate-23-op-q4-*.csv,candidate-23-c8-rep1.csv}"
sm120a-rtx5090-muse-q4-consolidation,2,24,cc2_24,1b9a9a58e3d4c875bd11b5b1af05236489409512,c62151d21143b85e82504ff39d03b90fc41f2d3c,"retained:cc1_05; original:c7_04; original:c7_08; original:c6_03; original:c6_07","a1d20707; 4ec72bcc; 35440ce7; 8bb6de91; 8a0ace41","N19968 bound/ping-pong plus broad stage3/ping-pong","dispatch-disjoint N19968 and broad schedules with per-route dependency overlap","sm120a Muse Q4 N19968 and broad non-N19968 T33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","old raw component sum 1.6027 ms; 3.95% of C8","deep broad input prefetch may overlap with fragment loads while N19968 uses separate overlap","register pressure; cold-to-warm translation","combine two levels of broad latency overlap plus N19968 overlap","combined public ceiling exceeds 0.8118 ms and both C8 reps are <=39.7777 ms","N19968 regressed slightly and broad representative projects only 0.083 ms",pass,"decoded-Q4 independent oracle passes","N19968 93.472->93.664 us; N6656/K33280 255.232->253.184 us","cold public medians N19968 93.472 us; N6656/K33280 255.232 us","cold public medians N19968 93.664 us; N6656/K33280 253.184 us","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",40.5895,not-run,not-run,not-run,not-run,"not-run: combined public domains cannot reach gate","not-run: rejected before Engine gate",reject,"fragment ping-pong does not add to the deeper broad input pipeline",f067151a7eba4ab7e94d4359f4c50d78a6d29048,"profiles/sm120a/rtx5090/muse-glimmer-q4-consolidation/cycle2/{candidate-24-diagnosis.md,candidate-24-op-q4-*.csv}"
