campaign,cycle,candidate,order,base_commit,candidate_commit,mechanism,hypothesis,dispatch_domain,files,predicted_effect,rejection_observation,compile_result,oracle_result,public_op_baseline,public_op_candidate,program_boundary,program_baseline_ms,program_rep1_ms,program_rep1_delta_pct,program_rep2_ms,program_rep2_delta_pct,unaffected_seams,engine_sentinels,decision,reason,restoration_commit,raw_evidence
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,3,9,c3_09,f1d20285b560da5102e18e9cec97052f76f060c9,e6754fde01370d26d42f1f0c6c7481fbba4daa39,"double FP8 vocabulary A16 K-parallel warps from four to eight at the exact production T32 and T48 extents","the two T32 and two T48 vocabulary launches occupied 11.4% of C8 kernel time; greater K parallelism could reduce their long 5120-element contractions","sm120a; public Linear; FP8 A16 vocabulary N248320 K5120; exact T32 and T48","src/ops/linear/fp8/fp8_config.h; tests/ops/linear/test_fp8_a16.cpp","C8 8K Program improves at least 1.5%, or qualifies through the updated +3.0 tok/s arm; T31/T33/T47 and every other extent remain neutral","compile or oracle failure; any affected public-Op regression; seam regression; or either real-boundary repetition fails both updated acceptance arms",pass,"ginfer_linear_fp8_a16_test passes independent FP64 decoded-FP8 oracle at added T31/32/33/47 plus existing T48 and the complete registered matrix","cold public Linear medians us: T32 924.960; T48 1310.016","candidate medians us: T32 939.296 (+1.5499% regression); T48 1582.400 (+20.7924% regression)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-3 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"oracle seams pass; performance seams and production matrix not run after affected public-Op rejection","not-run after affected public-Op regression",reject,"both affected vocabulary extents regressed, with the T48 hotspot 20.79% slower; the funnel stopped before production timing",b6565327c1f0e368f5925e7989880978a55a172c,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle3/candidate09"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,3,10,c3_10,aa358086864658eb3f26d71a8169cbc92b8b20e7,c97d149c13db9a4e20a04620cd304c85b8d1591c,"relax the FP8 vocabulary A16 launch bound from two resident blocks to one at exact T32 and T48","the two T32 and two T48 vocabulary launches occupied 11.4% of C8 kernel time; relaxing the bound could trade occupancy pressure for registers without changing the four-warp reduction","sm120a; public Linear; FP8 A16 vocabulary N248320 K5120; exact T32 and T48","src/ops/linear/fp8/fp8_config.h; tests/ops/linear/test_fp8_a16.cpp","C8 8K Program improves at least 1.5%, or qualifies through the updated +3.0 tok/s arm; T31/T33/T47 and every other extent remain neutral","compile or oracle failure; affected public-Op non-improvement or regression; seam regression; or either real-boundary repetition fails both updated acceptance arms",pass,"ginfer_linear_fp8_a16_test passes independent FP64 decoded-FP8 oracle at added T31/32/33/47 plus existing T48 and the complete registered matrix","cold public Linear medians us: T32 924.960; T48 1310.016","candidate medians us: T32 927.008 (+0.2214% regression); T48 1312.032 (+0.1539% regression)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-3 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"oracle seams pass; performance seams and production matrix not run after affected public-Op non-improvement","not-run after affected public-Op non-improvement",reject,"both affected vocabulary extents were neutral-to-slower, so the candidate had no mechanism-level support and the funnel stopped before production timing",a5c66a343793650dca98d86f25097467bb372f93,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle3/candidate10"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,3,11,c3_11,b68ad8334416600406ff56a15687a3707db6f130,e0876536d61a247013e50c3cc4c461d6bf03d0a2,"split the exact T128 Q4 DFlash feature projection from 64 to 32 output rows per CTA","the confirmed-feature append launched one N5120/K25600/T128 Q4 tile with only 80 CTAs and occupied 1.3% of C8 kernel time; doubling independent row CTAs can expose one CTA per SM","sm120a only; public Linear Q4 A16 N5120 K25600 exact T128; T127/T129 and all other Q4 routes unchanged","src/ops/linear/q4/q4_dispatch.cpp; src/ops/linear/q4/q4_launch.h; src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu; tests/ops/linear/test_q4_a16.cpp","reduce the exact public Op by enough to improve C8 published throughput by more than fresh-baseline noise while retaining positive Program latency; unchanged concurrency and T seams remain neutral","compile or decoded-Q4 oracle failure; affected public-Op regression; material no-regression failure; or either real-boundary repetition fails both updated acceptance arms",pass,"ginfer_linear_q4_a16_test passes the independent FP64 decoded-Q4 oracle at T127/128/129 and the complete registered matrix; final reapplication is tree-identical and the oracle was repeated","cold public Linear N5120/K25600 medians us at T127/128/129: 606.720/559.168/607.520","candidate medians us: 605.632 (-0.1793%)/341.280 (-38.9665%)/607.520 (neutral seam)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-3 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",46.0073,45.7738,0.4270,45.7390,0.6635,"full matrix ms C1..C8: 27.1489/28.0508/31.2886/36.8383/41.6488/44.2802/44.0615/45.7646; 129041/C1 132.993; a paired temporary-revert audit resolved the only noisy C2/C3 comparisons at -0.1322% and +3.1221% candidate change","pass: both Program reps retained identical 3687 drafted/3657 accepted/248 expanded and 125.968 published tokens per batch; 2750.52 and 2752.76 tok/s improve paired baselines by 11.64 and 18.56, both above 4.68 tok/s noise; registered real-artifact test and 999/1000 Engine pass with identical 633/1464 acceptance; 8K and 130048-token sentinels exact ORCHID=493817; COLOR=COBALT",accept,"both independent repetitions satisfy throughput arm B with positive matched latency, a delta above measured baseline noise, and identical accounting; all correctness, matrix, artifact, and semantic gates pass","audit revert 3aa2bf689132e564a9a2ee96aac161e2e666ff79; retained tree-identical reapply b6871d37cd3d96f8b557f5dcba44027c8e02a2ea","profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle3/{baseline,candidate11}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,4,1,c4_01,f750130fb3bca4ba48debef9fb94fa945613bf09,7e13c058744cd94df36b2a0898e4a07afb807cd9,"double recurrent replay warps per CTA from four to eight and halve the state-tile grid","the record and fold kernels occupied 12.0% of the retained C8 profile; fewer larger CTAs could reduce scheduler overhead without changing total state arithmetic","all SM images and registered GDN recurrent/snapshot/record/fold routes; Qwen27B and 35B geometries including Qwen width16/B8 mixed prefixes","src/ops/linear_attention/gated_delta_net/recurrent.cuh","reduce both width16/B8 record and fold public Ops enough to support a cycle-4 C8 Program gain while preserving shared routes","compile or independent replay-oracle failure; affected public-Op regression; or either real-boundary repetition fails both cycle-4 acceptance arms",pass,"ginfer_gated_delta_net_replay_record_test and ginfer_gdn_replay_fold_test pass their independent transition/state/history oracles","public width16/B8 mixed cold medians us: fold 1457.44; snapshot 245.02; record 64.80","candidate cold medians us: fold 1450.02 (-0.5091%); snapshot 241.34 (-1.5019%); record 70.02 (+8.0556% regression)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-4 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"shared-route correctness passed; production matrix not run after affected record regression","not-run after affected public-Op regression",reject,"the candidate barely changed fold and regressed the production record component by 8.06%, so the funnel stopped before Program timing",99d64ce190ee68c03250929c06eb2f9f0550e8b9,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle4/{baseline,candidate01}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,4,2,c4_02,fbe70168178611f5c728c15be58239005d4e661c,0f324c90980784463bdc1323739a517eab3544a1,"double only the DFlash2 acceptance partial tile from 1024 to 2048 tokens per CTA","the production acceptance partial stage launched 243 CTAs per verification column and consumed 0.61 ms per round; halving its hierarchy width could remove radix-selection and launch overhead without changing the shared ordinary sampler","all SM images; public DFlash2 stochastic acceptance hierarchy; token domains 202048 and 248320; K1..15; B1..8; ordinary sampling unchanged","src/ops/common/dflash2_accept_workspace.h; src/ops/launcher/dflash2_select.cu","reduce exact Qwen V248320/K15/B8 public acceptance enough to support a cycle-4 C8 Program gain while retaining identical acceptance accounting","compile or independent target-distribution oracle failure; affected public-Op regression; or either real-boundary repetition fails both cycle-4 acceptance arms",pass,"ginfer_dflash2_select_test passes its independent FP64 stochastic target-distribution and acceptance-state oracle","cold public DFlash2 accept V248320/K15/B8 median 590.40 us","candidate medians 415.60/415.12 us (-29.6070%/-29.6883%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-4 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",45.7428,45.5638,0.3913,not-run,not-run,"full affected Op matrix and production matrix not run after the first non-averaged Program repetition failed both arms","first Program repetition retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 published tokens per batch; 2763.09 tok/s was +10.97 versus its paired baseline, below the fresh cycle-4 19.95 tok/s baseline noise; Engine sentinels not run after rejection",reject,"the first repetition improved GPU latency only 0.3913% and throughput only 10.97 tok/s, so it failed the 1.5% latency arm and the throughput delta-above-noise requirement",57668c57da48435111fe02b5f8b3f504a1eec7f7,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle4/{baseline,candidate02}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,4,3,c4_03,68953b62fd581e6a12db1e14c992b58394b3ae37,2af5baa0f0fdc72a08971601c96a92cb50a751a2,"double FP8 GDN-input output rows per CTA from 128 to 256 at exact T128","the 48 production GDN-input launches occupied 8.2% of kernel time; halving row CTAs preserves total weight traffic and active warps while halving duplicated activation-tile loads","sm120a; public Linear; FP8 AllowA8; N16384 K5120 exact T128; T127/T129 and every other FP8 geometry unchanged","src/ops/linear/fp8/fp8_a8.cu; tests/ops/linear/test_fp8_a8.cpp","reduce the exact public Op enough to support a cycle-4 C8 Program gain while leaving both neighboring extents neutral","compile or independent decoded-FP8 oracle failure; affected public-Op regression; seam regression; or either real-boundary repetition fails both cycle-4 acceptance arms",pass,"ginfer_linear_fp8_a8_test passes its independent FP64 decoded-FP8 oracle at added T127/T128/T129 and the registered matrix","cold public Linear T127/T128/T129 medians 81.184/81.184/111.904 us","candidate medians 82.976 (+2.2073%)/87.296 (+7.5286%)/111.872 (-0.0286%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-4 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T127/T129 were source-neutral seams (observed +2.2073%/-0.0286%); production matrix not run after the exact affected Op regressed","not-run after affected public-Op regression",reject,"the exact T128 hotspot regressed by 7.53%, so the funnel stopped before Program timing",860b0230b334cc158050bc8cacd11e931fd5a5d9,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle4/candidate03"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,4,4,c4_04,ade77626e8f052234fd24631f55332ce4ff01f39,47c7f8fa4b36733efbdf91d8a5e5aa844a2c4b11,"double the NVFP4 residual token tile from 32 to 64 at exact T128","the 56 production N5120/K17408 residual-add launches occupied 5.7% of kernel time; halving token tiles halves repeated weight traversal while retaining eight warps per CTA","sm120a; public LinearAdd; NVFP4 AllowA4; N5120 K17408 exact T128; T127/T129 and N5120/K6144 unchanged","src/ops/linear_add/nvfp4/nvfp4_linear_add_w4a4.cu; tests/ops/linear_add/test_nvfp4.cpp","reduce exact T128 public LinearAdd enough to support a cycle-4 C8 Program gain while leaving neighboring extents neutral","compile or independent decoded-NVFP4 residual oracle failure; affected public-Op regression; seam regression; or either real-boundary repetition fails both cycle-4 acceptance arms",pass,"ginfer_linear_add_nvfp4_test passes its independent decoded-NVFP4 plus FP32 residual-add oracle at added T127/T128/T129 and both registered shapes","cold public LinearAdd T127/T128/T129 medians 61.088/60.704/70.944 us","candidate medians 60.704 (-0.6286%)/70.944 (+16.8687%)/70.944 (neutral)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-4 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T127/T129 source-neutral seams stayed within noise; production matrix not run after the exact affected Op regressed","not-run after affected public-Op regression",reject,"the exact T128 public Op regressed by 16.87%, so the funnel stopped before Program timing",317f4efb1e01769454af3c93c4a0d132a228a600,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle4/candidate04"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,4,5,c4_05,de9e2a3841f7438780e1720c9ab7cc5bb7e2c5ce,b5731a95d29fcb14212e58e84a32b27fedc40b88,"merge all four 64-dimension split-output reducer chunks into one 256-dimension CTA for every D256 GQA geometry","the repeated D256 reducer occupied about 1.8 ms per C8 round; one CTA can compute head statistics once and use all 256 threads for output instead of repeating statistics four times with only 64 output threads","all SM images; public GQA append/cached; D256 H24/KV4 and H16/KV2; BF16 and INT8-G64; every supported small-T width and window","src/ops/launcher/gqa_attention_decode.cu","reduce the production H24/KV4 T4/T6 public calls enough to clear the cycle-4 Program gate while preserving H16/KV2 and small-width routes","compile or independent attention/codec oracle failure; any affected public-Op regression; or either real-boundary repetition fails both cycle-4 acceptance arms",pass,"ginfer_gqa_attention_test passes its independent FP64 attention and exact INT8-G64 codec oracle across append/cached, both D256 geometries, dtypes, batches, widths, and windows","production H24/KV4 B8 INT8 graph medians us at contexts 8192/8432/8752: T4 161.056/148.768/154.944; T6 206.080/206.112/212.256","candidate medians us: T4 144.672/136.480/142.592 (-10.1729%/-8.2598%/-7.9719%); T6 179.488/183.328/185.664 (-12.9037%/-11.0542%/-12.5283%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-4 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",46.5704,45.2557,2.8230,44.7207,4.3395,"96-point affected public-Op comparison found H24/KV4 neutral-to-faster but H16/KV2 regressions up to 11.0204%, including small-width append routes","both Program reps retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 published tokens per batch; throughput improved by 79.18 and 123.48 tok/s; Engine sentinels not run after the shared-route no-regression gate failed",reject,"both Program repetitions cleared the latency and throughput gates, but the overly broad D256 dispatch materially regressed the supported H16/KV2 route; scope must be narrowed in a new candidate",a9ab2b3388dabfe4b909f6a201767f9ab499bfcc,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle4/{baseline,candidate05}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,4,6,c4_06,c038744f2b75bd0abb688aeef0a12c2a511196a8,fd8024bc02d3f6e688d16a5319e3175ffd79dc1e,"merge four 64-dimension split-output reducer chunks only for the Qwen27 D256/H24 geometry at widths four and above","candidate c4_05 proved the reducer mechanism at the real boundary but regressed the peer H16/KV2 geometry; compile-time H24 ownership plus a width floor preserves that evidence while excluding every disproved route","all SM images; public GQA append/cached; D256 H24/KV4 only; BF16 and INT8-G64; width 4 and above; H16/KV2 and widths 1..3 retain DChunk64","src/ops/launcher/gqa_attention_decode.cu","retain the measured production H24/KV4 T4/T6 gain and clear either cycle-4 real-boundary arm while leaving H16/KV2 and small-width dispatch unchanged","compile or independent attention/codec oracle failure; affected H24 public-Op regression; any material full-matrix regression; or either real-boundary repetition fails both cycle-4 acceptance arms",pass,"ginfer_gqa_attention_test passes its independent FP64 attention and exact INT8-G64 codec oracle across append/cached, D256 H24/KV4 and H16/KV2, BF16/INT8, batches, widths, and windows","production H24/KV4 B8 INT8 graph medians us at contexts 8192/8432/8752: T4 161.056/148.768/154.944; T6 206.080/206.112/212.256","candidate medians us: T4 144.704/136.480/141.184 (-10.1530%/-8.2598%/-8.8806%); T6 181.504/182.048/185.632 (-11.9255%/-11.6752%/-12.5433%); 36-point H24 matrix has 29 wins and no regression","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-4 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",47.8018,46.8105,2.0738,46.6835,2.2198,"paired second baseline was 47.7433 ms; full no-regression matrix ms C1/C2 28.5958/29.2847, paired C3..C7 31.0257/36.6981/41.5581/44.1529/43.5480, C8 47.1115, and 129041/C1 139.672; C1/C2 stayed within 0.10%, C3..C6 improved 1.28%-2.34%, a second C7 pair resolved one noisy comparison at -2.8202%, C8 improved 2.3584%, and long C1 improved 0.5327%","pass: both Program reps retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 published tokens per batch; 2689.10 and 2696.61 tok/s improve paired baselines by 57.85 and 59.97, both above 19.95 tok/s cycle noise; registered real-artifact test passed; 999/1000 Engine retained exact 633/1464 acceptance at 7882.86 prefill and 158.45 decode tok/s; 7680- and 130048-token sentinels exact ORCHID=493817; COLOR=COBALT","accept","both independent repetitions clear latency arm A and the qualified throughput arm; the independent oracle, complete affected matrix, full Program matrix, real artifact, matched Engine workload, and short/long semantic gates pass",not-applicable,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle4/{baseline,candidate05,candidate06}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,5,1,c5_01,798c233a19e741d9a0169bcbf730daf91a00c897,dd566e0f84f2d37c65d59372f97cdcb62e723f1d,"extend the Qwen27 T6 INT8 attention 64-key/12-warp partial tile through the 16K graph envelope","the fresh profile's largest kernel was the T6 D256/H24 INT8 partial at 5.59 ms; its 6-warp/32-key long-envelope kernel needs twice as many key-loop stages while the 4x65x8 grid already supplies ample CTA parallelism","all SM images; public GQA D256 H24/KV4; INT8-G64; exact T6; graph envelopes above 8198 through 16390; peer geometries and longer envelopes unchanged","src/ops/launcher/gqa_attention_decode.cu","reduce production B8 T6 partial latency enough to support a cycle-5 C8 gain while leaving all other token widths, geometries, dtypes, and envelopes unchanged","compile or independent attention/codec oracle failure; any affected T6 public-Op regression; or either real-boundary repetition fails both cycle-5 acceptance arms",pass,"ginfer_gqa_attention_test passes its independent FP64 attention and exact INT8-G64 codec oracle across the supported public matrix","production H24/KV4 B8 INT8 graph T6 medians us at contexts 8192/8432/8752 under envelope 16390: 179.488/181.536/183.616","candidate medians us: 189.472/191.520/194.304 (+5.5625%/+5.4997%/+5.8208% regressions)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-5 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"unaffected source domains are compile-time unchanged; production matrix not run after the affected public-Op regression","not run after affected public-Op rejection",reject,"the wider one-block-per-SM tile materially regressed every production-weighted T6 point, so the funnel stopped before Program timing",f25c1d14f0de9086c346943bcc252ba1674eb866,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle5/{baseline,candidate01}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,5,2,c5_02,64cad9e2c85dc6c671739ec3ea00a94731def015,a0ec3e51eea6ff54dc1f8d185a340f4cce531ba3,"coarsen only the Qwen27 T6 INT8 8K active-split target from 192 to 256 keys","the fresh profile's dominant T6 partial launched about 43 active splits per row at 8K; reducing this to about 32 could remove partial writes and reducer inputs while retaining more than five CTA waves","all SM images; public GQA D256 H24/KV4; INT8-G64; exact T6; visible windows 5001..8198; every other geometry, dtype, width, and window unchanged","src/ops/kernel/gqa_attention_decode.cuh; src/ops/launcher/gqa_attention_decode.cu","reduce production B8 T6 public attention enough to support a cycle-5 C8 gain without changing the kernel tile or any peer dispatch","compile or independent attention/codec oracle failure; affected T6 public-Op non-improvement or regression; or either real-boundary repetition fails both cycle-5 acceptance arms",pass,"ginfer_gqa_attention_test passes its independent FP64 attention and exact INT8-G64 codec oracle across the supported public matrix","production H24/KV4 B8 INT8 graph T6 medians us at contexts 8192/8432/8752 under envelope 16390: 179.488/181.536/183.616","candidate medians us: 179.488/181.536/183.616 (all exactly neutral)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-5 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"all unaffected source domains are compile-time unchanged; production matrix not run after affected public-Op non-improvement","not run after affected public-Op rejection",reject,"the coarser split policy produced no measurable public-Op gain at any production-weighted context, so the funnel stopped before Program timing",6cf0bb02a5a77d0369fd9b45f198ea6c0e2fba56,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle5/{baseline,candidate02}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,5,3,c5_03,1c23c8ba09dc95fa226e8f62a19b74d0179151be,869e8f6b5c7aaa4a7cbe944c045951f9fbcea6c2,"replace the exact T128 NVFP4 gate/up two-stage tile with its two-resident-block schedule","the fresh profile's N34816/K5120/T128 gate/up kernel occupied 3.88 ms and launched 272 CTAs, leaving a partial second wave on 188 SMs; the lower-resource schedule could trade one pipeline stage for two-block residency without changing grid geometry","sm120a execution candidate expressed in shared source; public LinearSwiGLU NVFP4 A4 N34816 K5120 exact T128 only; T127/T129 and every other NVFP4 geometry unchanged","src/ops/linear/nvfp4/nvfp4_w4a4.cu","reduce the exact gate/up public Op enough to support a cycle-5 C8 gain while leaving both dispatch seams neutral","compile or independent decoded-NVFP4/SwiGLU oracle failure; affected T128 public-Op non-improvement or regression; seam regression; or either real-boundary repetition fails both cycle-5 acceptance arms",pass,"ginfer_linear_swiglu_nvfp4_test passes its independent decoded-NVFP4 plus FP32 SwiGLU oracle","cold public LinearSwiGLU T127/T128/T129 medians 87.296/87.296/205.760 us","candidate medians 87.328 (+0.0367%)/87.328 (+0.0367%)/205.920 (+0.0778%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-5 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"both source-neutral seams and the affected extent were within noise but none improved; production matrix not run after affected public-Op non-improvement","not run after affected public-Op rejection",reject,"the resident schedule was neutral-to-slower at the exact hotspot and its seams, so the funnel stopped before Program timing",2ea5b53222b8dbd689fc0e510ca3484ca40578da,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle5/{baseline,candidate03}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,5,4,c5_04,f65dc3c2e238cfad8bff5281b617c591cdce6662,89a89d2deec93b4cc75b2e711965284cc8a98885,"consume the exact T128 FP8 GDN-input activation in one 128-token tile instead of two 64-token tiles","the fresh profile's N16384/K5120/T128 GDN-input kernel occupied 3.44 ms; a 128-token CTA keeps the same total 2,048 warps while halving duplicated weight traffic from two token tiles to one","sm120a execution candidate expressed in shared source; public Linear FP8 A8 N16384 K5120 exact T128 only; T127/T129 and every other FP8 geometry unchanged","src/ops/linear/fp8/fp8_a8.cu","reduce the exact GDN-input public Op enough to support a cycle-5 C8 gain while leaving both dispatch seams neutral","compile or independent decoded-FP8 oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails both cycle-5 acceptance arms",pass,"ginfer_linear_fp8_a8_test passes its independent decoded-FP8 FP64 oracle","cold public Linear T127/T128/T129 medians 81.184/81.184/111.872 us","candidate medians 81.184 (neutral)/83.232 (+2.5227% regression)/111.872 (neutral)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-5 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T127/T129 source-neutral seams stayed exactly neutral; production matrix not run after the exact affected Op regressed","not run after affected public-Op rejection",reject,"halving weight traversal did not repay the larger CTA and reduced grid; the exact hotspot regressed 2.52%, so the funnel stopped before Program timing",aa24c32dd869361d0c13f77f93ce18f4af4e60da,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle5/{baseline,candidate04}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,5,5,c5_05,021d37138a8cc04921a4e7b3634e857527af3319,9387e0e1029233b2e205c4ef2c10591d6b4e2d64,"double recurrent state rows per warp from four to eight while retaining four warps per CTA","the fresh profile's 48 record kernels occupied 3.19 ms; halving state-tile CTAs without enlarging the block could reduce record and fold overhead while retaining the prior 128-thread launch","all SM images and registered GDN recurrent snapshot/record/fold routes; Qwen27B and 35B-A3B geometries; widths and batches from their public workload matrices","src/ops/linear_attention/gated_delta_net/recurrent.cuh","reduce width16/B8 record enough to qualify cycle-5 C8 while preserving lower concurrency and the shared 35B route","compile or independent transition/state/history oracle failure; any material affected public-Op regression; or either real-boundary repetition fails both cycle-5 acceptance arms",pass,"ginfer_gated_delta_net_replay_record_test and ginfer_gdn_replay_fold_test pass their independent transition, state, record, and history oracles","public Qwen27 width16/B8 mixed cold medians us: fold 1453.34; snapshot 244.70; record 64.80","candidate medians: fold 1447.20 (-0.4225%); snapshot 240.93 (-1.5407%); record 58.66 (-9.4753%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-5 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",44.7424,44.2188,1.1703,44.1459,0.7939,"122-row affected matrix covered both target geometries, every registered width, B1/B2/B4/B8, mixed and dense replay policies; lower-concurrency snapshot/record points regressed materially, including Qwen27 snapshot B1 +8.39% and record B2 +6.74%, and 35B snapshot B1 +12.81% plus record B1/B2/B4 +5.40%-6.91%","both Program reps retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 published tokens per batch; 2847.32 and 2852.08 tok/s improved paired baselines by 33.32 and 22.71, each above the 15.81 tok/s cycle noise; Engine sentinels not run after affected shared-route regression",reject,"both repetitions qualified through throughput arm B, but the broad state-row mechanism materially regressed supported lower-concurrency and 35B public routes; scope must be narrowed in a new candidate",76f03cf6929596b7a75191939bc776b5227784fc,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle5/{baseline,candidate05}"
