campaign,cycle,candidate,order,base_commit,candidate_commit,mechanism,hypothesis,dispatch_domain,files,predicted_effect,rejection_observation,compile_result,oracle_result,public_op_baseline,public_op_candidate,program_boundary,program_baseline_ms,program_rep1_ms,program_rep1_delta_pct,program_rep2_ms,program_rep2_delta_pct,unaffected_seams,engine_sentinels,decision,reason,restoration_commit,raw_evidence
sm120a-rtx5090-muse-q4-dflash2,6,6,c6_06,9867bc5253fcc8158e66612b84a99ce53d7131c0,acc2309da341c2f0e01ea3cc916cae676c0d1842,"cache R32/C40 quant-code loads in L1","Blackwell L1 might retain adjacent code-group traffic while activation loads remain streaming","sm120a; Muse Q4 registered outputs except N19968; A16 T=33..40; quant-code loads only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","affected Q4 aggregate improves at least 5% and C7/C8 Program exceeds 2%","compile/oracle failure; affected aggregate regression or insufficient gain; or repeated Program gain below 2%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all affected shapes and seams","C8 Nsight cache-global quant affected aggregate 20.758599 ms","C8 Nsight cache-all quant affected aggregate 20.625199 ms (-0.64%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.7907,not-run,not-run,not-run,not-run,"not-run: measured Op gain is far below the whole-round gate","not-run: rejected before Engine gate",reject,"the 0.64% affected-Op gain saves only 0.133 ms and cannot produce a 2% whole-round improvement",5801f66acf12e4ab51805fb0a2734e6d117cd361,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle6/{baseline,profile,candidate-06-diagnosis.md}"
sm120a-rtx5090-muse-q4-dflash2,6,7,c6_07,b702b31bcb99cdd0788cdeca45773b81cada42c6,8a0ace41faaf497db6dd52b03a9daa8338de0ba3,"ping-pong shared-memory MMA fragments in R32/C40","overlapping the next shared fragment load with the current tensor-core instruction might improve Blackwell issue utilization","sm120a; Muse Q4 registered outputs except N19968; A16 T=33..40; fragment pipeline only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","affected Q4 aggregate improves at least 5% and C7/C8 Program exceeds 2%","compile/register or oracle failure; affected aggregate regression/insufficient gain; or repeated Program gain below 2%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all affected shapes and seams","C8 Nsight serial-fragment affected aggregate 20.758599 ms","C8 Nsight ping-pong-fragment affected aggregate 20.718838 ms (-0.19%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.7907,not-run,not-run,not-run,not-run,"not-run: measured Op gain is far below the whole-round gate","not-run: rejected before Engine gate",reject,"the 0.19% affected-Op change is effectively neutral and cannot produce a 2% whole-round improvement",3501f900f07f23f18b44efa62815310658f6a3c1,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle6/{baseline,profile,candidate-07-diagnosis.md}"
sm120a-rtx5090-muse-q4-dflash2,6,8,c6_08,564b24d4a649cbdad0e3e7cbcb0297d8f230da21,cd56eef19598790200f05460b243bb9e8875f4b4,"raise the R32/C40 launch bound from two to three blocks","the 33,280-byte tile can fit three Blackwell CTAs and a tighter bound might exchange registers for another resident block","sm120a; Muse Q4 registered outputs except N19968; A16 T=33..40; launch bound only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","affected Q4 aggregate improves at least 5% and C7/C8 Program exceeds 2%","compile/spill or oracle failure; affected aggregate regression/insufficient gain; or repeated Program gain below 2%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all affected shapes and seams","C8 Nsight two-block-bound affected aggregate 20.758599 ms","C8 Nsight three-block-bound affected aggregate 20.733611 ms (-0.12%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.7907,not-run,not-run,not-run,not-run,"not-run: measured Op change is neutral and far below the whole-round gate","not-run: rejected before Engine gate",reject,"the 0.12% affected-Op change is neutral; the bound does not expose a useful occupancy gain",8e1fb9923be70d4cd59fb68dd93b8710dda9d6df,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle6/{baseline,profile,candidate-08-diagnosis.md}"
sm120a-rtx5090-muse-q4-dflash2,6,9,c6_09,84e0d74b8859a0428c6ff22fe2220e5036b8c979,a154b62d3535e689eb9319e414cddcbe45759f7d,"replace paired 32-bit scale loads with scalar 16-bit loads","fetching exactly one FP16 scale per group could reduce scale traffic and shared footprint","sm120a; Muse Q4 registered outputs except N19968; A16 T=33..40; scale load mode only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","affected Q4 aggregate improves at least 5% and C7/C8 Program exceeds 2%","compile/oracle failure; affected aggregate regression/insufficient gain; or repeated Program gain below 2%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all affected shapes and seams","C8 Nsight Pair32-scale affected aggregate 20.758599 ms","C8 Nsight Scalar16-scale affected aggregate 22.422837 ms (+8.02% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.7907,not-run,not-run,not-run,not-run,"not-run: public-Op gate rejected the candidate","not-run: rejected before Engine gate",reject,"scalar loads lose more transaction efficiency than their byte reduction saves; affected aggregate regresses 8.02%",441e84ce685f0999830307563c817112585c9304,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle6/{baseline,profile,candidate-09-diagnosis.md}"
sm120a-rtx5090-muse-q4-dflash2,6,10,c6_10,dc44720b22a074bee17186f48f003f1b78f9d651,"a10018fe1e342fd3b51a565da15a29a0f2534447; retained as ac1cbf9cb72cbfe146a7e016e1c5dd80b45d2186","stage each aligned FP16 scale pair once for Pair32/BK128 Q4 tiles","BK128 has exactly two quant groups and was redundantly loading and storing the same aligned scale pair once per group; one shared pair can serve both decoded halves without changing represented values","sm120a; Muse Q4 Pair32/BK128 schedules; N19968 R64/C40 and all R32/C40 outputs; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma.cuh","affected Q4 aggregate improves enough for repeated C8 Program rounds to exceed 2%; BK64 and long-context T4 remain neutral","compile or decoded-Q4 oracle failure; affected aggregate insufficient; either C8 repetition below 2%; or material unaffected/long-context regression",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all nine Muse shapes and C40 seams; five additional focused tests pass","C8 Nsight Pair32/BK128 Q4 aggregate 33.602162 ms (N19968 12.843563; other R32 20.758599)","C8 Nsight single-staged-pair aggregate 32.655283 ms (-2.82%; N19968 12.594524; other R32 20.060759)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.7907,41.5430,2.9158,41.3110,3.4580,"31-round matrix ms: C1 28.7795 C2 32.8400 C3 36.3707 C4 38.2915 C5 43.6978 C6 45.0311 C7 42.1212 C8 41.9012; paired restoration/reapply 129041/C1 34.1667/33.5279 versus cycle baseline 32.9310 (candidate +1.81%); long route executes no BK128 kernel","pass: focused real-artifact test plus 8K exact retrieval (2935.36 prefill; 126.51 decode) and 128K semantic retrieval (2141.23 prefill; 114.99 decode)",accept,"both repeated C8 Program gates exceed 2%; affected Q4 aggregate improves 2.82%; independent oracle/full matrix/paired long-context control/short+long Engine sentinels pass","1e106091f71b26e58c9b352ab666b54f00c43420 (paired restoration); ac1cbf9cb72cbfe146a7e016e1c5dd80b45d2186 (retained reapply)","profiles/sm120a/rtx5090/muse-glimmer-q4/cycle6/{baseline,profile,candidate-10-diagnosis.md,candidate-10-matrix,candidate-10-c8-rep1.csv,candidate-10-c8-rep2.csv,candidate-10-129k-c1-paired.csv,restored-129k-c1.csv}; cycle1/engine-sentinels"
sm120a-rtx5090-muse-q4-dflash2,7,1,c7_01,28efb8aafe0677ce14a00c2d15dc7f8dfe02689c,5a06d16f82e89bd5d8e33847d254edb24dfadd4d,"double the N19968 CTA from ten to twenty warps with WarpRows=16","the dominant N19968 R64/C40/BK128 tile could expose twice as many independent warp tiles and reduce issue latency without changing shared-memory traffic","sm120a; Muse Q4 N19968/K6656; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","despite a 26.49% cold public-Op win both real Program rounds regressed by more than 5%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 118.048 us (-26.49%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,44.2398,-5.1314,44.5035,-5.7584,"not-run: repeated real Program regression rejected the candidate before the unaffected matrix","not-run: rejected before Engine gate",reject,"twenty warps improve the isolated cold-cache call but disrupt the warm repeated production schedule; both real C8 rounds materially regress",efcdcb7fadcad6abf3040154d2a08845685835f7,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-01-diagnosis.md,candidate-01-op-n19968-k6656-t40.csv,candidate-01-c8-rep1.csv,candidate-01-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,2,c7_02,ad9a6d208f325056214b3047c47e0b769e7f034a,d89ceb902aed5796137cc7bbd981e2825be763d0,"replace N19968 R64/C40/BK128 with R96/C40/BK64","a larger row tile could cut duplicated activation staging and CTA count by one third while fifteen warps hide the doubled K-loop depth","sm120a; Muse Q4 N19968/K6656; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","cold public N19968/T40 regressed 6.68%, rejecting the geometry before real Program timing",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 171.296 us (+6.68% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: public-Op regression rejected the candidate","not-run: rejected before Engine gate",reject,"the reduced activation duplication does not repay twice as many BK64 K-loop stages; the affected public Op regresses",1472ad5daf2f752afb78082e34664c81bf24d8e3,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-02-diagnosis.md,candidate-02-op-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,3,c7_03,c01070adf327b5c6cd1074b9cdc1a391b745cd95,47dcbce832b186467208e55487573f350dd14f9c,"replace N19968 R64/C40/BK128 with R128/C40/BK64","halving CTA count and duplicated activation staging while retaining twenty warps might offset the doubled K-loop depth better than the rejected R96 tile","sm120a; Muse Q4 N19968/K6656; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","cold public N19968/T40 regressed 2.05%, rejecting the geometry before real Program timing",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 163.872 us (+2.05% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: public-Op regression rejected the candidate","not-run: rejected before Engine gate",reject,"the larger row tile still cannot repay twice as many BK64 K-loop stages; the affected public Op regresses",1e6db404f6012807758321b99c3eea3eab64aade,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-03-diagnosis.md,candidate-03-op-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,4,c7_04,7a62ad729dc4a9f1031dcfdc8785fb190ce9cb69,4ec72bcc84b30c503065d808cb873df538158ba7,"raise the N19968 R64/C40/BK128 launch bound from one to two blocks","the ~45 KiB shared footprint physically permits two GB202 CTAs and a two-block compiler bound might preserve that residency by constraining registers","sm120a; Muse Q4 N19968/K6656; A16 T=33..40; launch metadata only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","the cold public call improved 41.97%, but real C8 repetitions improved only 1.44% and -0.02%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 93.184 us (-41.97%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,41.4765,1.4353,42.0881,-0.0181,"not-run: both real repetitions missed the 2% gate","not-run: rejected before Engine gate",reject,"the compiler-bound cold-cache win does not survive the warm mixed production schedule; neither real repetition reaches 2%",b0259a901df5017a2ed491c7bf1d734c102117d3,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-04-diagnosis.md,candidate-04-op-n19968-k6656-t40.csv,candidate-04-c8-rep1.csv,candidate-04-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,5,c7_05,e408a1ef118dbdd2b7c1bcf342d5c775aaf40a5b,1fa9aa7df372646dcd0e1cd5fb98097c297580ce,"admit N19968 Q4 code loads to L1","adjacent row CTAs might reuse nearby quant-code lines while activation traffic remains streaming","sm120a; Muse Q4 N19968/K6656; A16 T=33..40; quant-code cache operator only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","the cold public call improved 35.61%, but both real C8 repetitions regressed by 0.83% and 2.03%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 103.392 us (-35.61%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,42.4314,-0.8339,42.9341,-2.0285,"not-run: repeated real Program regression rejected the candidate before the unaffected matrix","not-run: rejected before Engine gate",reject,"L1 code admission helps the isolated cold call but harms the warm mixed production schedule; both real repetitions regress",676bfd9db92e2767b4aeb0213b89247f5e92682a,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-05-diagnosis.md,candidate-05-op-n19968-k6656-t40.csv,candidate-05-c8-rep1.csv,candidate-05-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,6,c7_06,6569583f75003661c47883d861acba708edb1561,d24442673f0be1f96e9ffef144c73d7d0bdc5351,"admit N19968 activation loads to L1","312 row CTAs reload the same small activation slices and might share them through L1 while quant codes continue streaming","sm120a; Muse Q4 N19968/K6656; A16 T=33..40; activation-cache operator only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","the cold public call improved 41.79%, but real C8 repetitions improved only 1.13% and 0.66%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 93.472 us (-41.79%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,41.6038,1.1328,41.8029,0.6597,"not-run: both real repetitions missed the 2% gate","not-run: rejected before Engine gate",reject,"L1 activation admission does not translate its cold-call win into the warm mixed production schedule; both real gains stay below 2%",421ac30bbc5fc48d00b30a9be26a0ffde7baf5ec,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-06-diagnosis.md,candidate-06-op-n19968-k6656-t40.csv,candidate-06-c8-rep1.csv,candidate-06-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,7,c7_07,caa24f02a1ede46503e60622466caf55ee2ecc9c,374941be8d392ada5057ae32c070b37aba0fe51d,"admit both N19968 activation and Q4 code loads to L1","simultaneous cache admission might share repeated activation slices and adjacent code sectors more effectively than either stream alone","sm120a; Muse Q4 N19968/K6656; A16 T=33..40; both cp.async cache operators","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","the cold public call improved 35.41%, but both real C8 repetitions regressed by 0.25% and 1.27%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 103.712 us (-35.41%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,42.1877,-0.2547,42.6130,-1.2654,"not-run: repeated real Program regression rejected the candidate before the unaffected matrix","not-run: rejected before Engine gate",reject,"caching both streams does not translate the cold-call win into the warm mixed production schedule; both real repetitions regress",d94b96ce9a5d53c508ca28af25cd80c34dcc130d,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-07-diagnosis.md,candidate-07-op-n19968-k6656-t40.csv,candidate-07-c8-rep1.csv,candidate-07-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,8,c7_08,6e7f4ac03fdf90b7c1817365cfebc02ccb0b6428,35440ce711f23206ee5f4fba7fc8ef244b10bddf,"ping-pong N19968 shared-memory MMA fragments","preloading the next of eight BK128 fragment steps might hide ldmatrix latency behind the current MMA issue group","sm120a; Muse Q4 N19968/K6656; A16 T=33..40; fragment pipeline only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","the cold public call improved 43.06%, but real C8 repetitions improved only 1.46% and 0.50%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 91.424 us (-43.06%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,41.4652,1.4622,41.8716,0.4964,"not-run: both real repetitions missed the 2% gate","not-run: rejected before Engine gate",reject,"fragment ping-pong does not translate its cold-call win into the warm mixed production schedule; both real gains stay below 2%",00ff0693aa0a54370d4decc1cf1cbe248ebcf398,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-08-diagnosis.md,candidate-08-op-n19968-k6656-t40.csv,candidate-08-c8-rep1.csv,candidate-08-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,9,c7_09,3ed4562494e5a945b0d9017897503e45f9f2d12a,9a8c8c6ecd2efcd4c01f45f736534b4f5030665e,"use scalar FP16 scale loads for N19968","staging the two exact scales independently might avoid unused aligned-pair handling on the larger row tile","sm120a; Muse Q4 N19968/K6656; A16 T=33..40; scale-load mode only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","the cold public call improved 36.05%, but both real C8 repetitions regressed by 1.57% and 1.67%",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 102.688 us (-36.05%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,42.7411,-1.5698,42.7820,-1.6670,"not-run: repeated real Program regression rejected the candidate before the unaffected matrix","not-run: rejected before Engine gate",reject,"scalar scale staging does not translate the cold-call win into the warm mixed production schedule; both real repetitions regress",214e0ea926e790fd9929dc0cdc1025f03373482d,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-09-diagnosis.md,candidate-09-op-n19968-k6656-t40.csv,candidate-09-c8-rep1.csv,candidate-09-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,10,c7_10,f35c30b7fbc78bd703db4333ea5b037b091de1b2,2d1d37f43ad337caeac449a9fee057c617f5b208,"dispatch N19968/T33..40 through the existing R64/C32/BK64 sliced route","higher occupancy and smaller BK64 tiles might repay the additional 32+tail launch at fixed production widths","sm120a; Muse Q4 N19968/K6656; A16 T=33..40; dispatch only","src/ops/linear/q4/q4_dispatch.cpp","N19968/T40 public Op improves at least 7% and both C8 Program rounds improve at least 2%","the sliced public Op regressed 50.02%, rejecting the route before real Program timing",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers N19968 and dispatch seams","cold public Linear N19968/K6656/T40 median 160.576 us","cold public Linear N19968/K6656/T40 median 240.896 us (+50.02% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: public-Op regression rejected the candidate","not-run: rejected before Engine gate",reject,"the extra tail launch and doubled BK64 loop dominate any occupancy benefit; the affected public Op regresses 50.02%",92512a0c3b2648800d002328786dcd0b6f5c0cca,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-10-diagnosis.md,candidate-10-op-n19968-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,11,c7_11,18103934ee86d83afaf8d4f7c9116b6844c8a5c3,9297fd47911c0138ef07b0ea1b996be12e495b87,"select R16/C40/BK128 only for N1024 and N1664","the prior broad R16 profile showed those two shapes improved while N256 and N4096 regressed, so shape-selective dispatch could retain only favorable parallelism","sm120a; Muse Q4 N1024/N1664 with K6656; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","both affected public Ops improve at least 10% and their aggregate saving is large enough to support a 2% C8 Program gain","public Ops improved, but prior production-profile launch weighting limits their total saving to 0.197 ms, far below the 0.842 ms whole-round gate",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers both shapes and C40 seams","cold public Linear medians: N1024 40.192 us; N1664 39.936 us","cold public Linear medians: N1024 34.080 us (-15.21%); N1664 36.128 us (-9.54%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"N256 and N4096 remain on retained R32 route; real Program not run because the measured affected-domain ceiling is below 2%","not-run: rejected before Engine gate",reject,"shape-selective R16 is locally favorable but can save only about 0.197 ms in C8, less than one quarter of the required 0.842 ms",b3ed98e1f59a4ad36b696392f78b4aea0a6c800a,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-11-diagnosis.md,candidate-11-op-n1024-k6656-t40.csv,candidate-11-op-n1664-k6656-t40.csv}; cycle6/profile/{c8-kernels-grid.csv,candidate-01-c8-kernels-grid.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,12,c7_12,74581bcdcf3830471ebaa655fbc7deba8f0aba3c,9d00091137df311896f929201dc28745220a7b9c,"reuse the R64/C40/BK128 tile for all N6656 projections","halving row CTA count and activation duplication might improve the largest non-N19968 family while retaining ten warps per CTA","sm120a; Muse Q4 N6656 with K4096/6656/19968/33280; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","affected public Ops improve and their 10.377 ms C8 aggregate gains at least 9% so repeated Program can exceed 2%","all four public shapes regressed by 10.73% to 17.21%, rejecting the geometry before real Program timing",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all affected registered shapes and C40 seams","cold public medians us by K4096/6656/19968/33280: 38.176/56.608/154.880/259.328","cold public R64 medians us by K4096/6656/19968/33280: 42.272/64.800/181.536/300.320 (+10.73/+14.47/+17.21/+15.81%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: public-Op regressions rejected the candidate","not-run: rejected before Engine gate",reject,"larger row tiles reduce activation duplication but lose too much row-level parallelism; every affected public shape regresses",39e44984dbb2781cedeffca6c23c5a8b39cb0f8a,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-12-diagnosis.md,candidate-12-op-n6656-k4096-t40.csv,candidate-12-op-n6656-k6656-t40.csv,candidate-12-op-n6656-k19968-t40.csv,candidate-12-op-n6656-k33280-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,13,c7_13,e9221de3ea321f25a1624e94514f27b0e09df639,db0f9d2838aed2750b2e72f5dafb82c00195d0bc,"use an intermediate R48/C40/BK128 tile for all N6656 projections","139 CTAs and fifteen warps might reduce activation duplication without the row-parallelism cliff of rejected R64","sm120a; Muse Q4 N6656 with K4096/6656/19968/33280; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","affected public Ops improve and their 10.377 ms C8 aggregate gains at least 9% so repeated Program can exceed 2%","public shapes changed by +0.08% gain to 2.04% regression, far below the affected-domain gate",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all affected registered shapes and C40 seams","cold public medians us by K4096/6656/19968/33280: 38.176/56.608/154.880/259.328","cold public R48 medians us by K4096/6656/19968/33280: 38.144/57.760/156.928/261.440 (-0.08/+2.04/+1.32/+0.81%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: affected public-Op result cannot support the whole-round gate","not-run: rejected before Engine gate",reject,"the intermediate tile is neutral on the smallest K and regresses every larger production shape; no real Program timing is warranted",3c3db21dacec2492b11e1149d85ff86809650980,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-13-diagnosis.md,candidate-13-op-n6656-k4096-t40.csv,candidate-13-op-n6656-k6656-t40.csv,candidate-13-op-n6656-k19968-t40.csv,candidate-13-op-n6656-k33280-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,14,c7_14,18e681ec8bc77dabc1820f73d739f50ab4f76a15,6214d3d20b15aa4d6952e48e759244106c49e9c4,"use R16/C40/BK128 for all N6656 projections","416 row CTAs might improve GB202 wave occupancy and tail balance after larger row tiles lost parallelism","sm120a; Muse Q4 N6656 with K4096/6656/19968/33280; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","affected public Ops improve and their 10.377 ms C8 aggregate gains at least 9% so repeated Program can exceed 2%","public K4096 was neutral while K6656/19968/33280 regressed 1.47% to 14.41%, rejecting the geometry",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers all affected registered shapes and C40 seams","cold public medians us by K4096/6656/19968/33280: 38.176/56.608/154.880/259.328","cold public R16 medians us by K4096/6656/19968/33280: 38.144/64.768/159.008/263.136 (-0.08/+14.41/+2.67/+1.47%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: affected public-Op regressions rejected the candidate","not-run: rejected before Engine gate",reject,"doubling CTA count adds activation duplication and launch work without useful parallelism; three of four affected shapes regress",43cb7606f9f63647d729ac863f358aa90f7ede2a,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-14-diagnosis.md,candidate-14-op-n6656-k4096-t40.csv,candidate-14-op-n6656-k6656-t40.csv,candidate-14-op-n6656-k19968-t40.csv,candidate-14-op-n6656-k33280-t40.csv}"
